SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_GRADE,SCHOOL_GRADE_HEADCOUNT,SCHOOL_TOTAL_HEADCOUNT
2011/2012,BC Public School,886012,Yahk Elementary,Standard,4,Msk,18
2011/2012,BC Public School,886012,Yahk Elementary,Standard,KF,Msk,18
2011/2012,BC Public School,886014,Canyon/Lister Elementary,Standard,1,13,156
2011/2012,BC Public School,886014,Canyon/Lister Elementary,Standard,2,26,156
2011/2012,BC Public School,886014,Canyon/Lister Elementary,Standard,3,15,156
2011/2012,BC Public School,886014,Canyon/Lister Elementary,Standard,4,17,156
2011/2012,BC Public School,886014,Canyon/Lister Elementary,Standard,5,19,156
2011/2012,BC Public School,886014,Canyon/Lister Elementary,Standard,6,21,156
2011/2012,BC Public School,886014,Canyon/Lister Elementary,Standard,7,27,156
2011/2012,BC Public School,886014,Canyon/Lister Elementary,Standard,KF,18,156
2011/2012,BC Public School,886016,Homelinks Centre,District Distance Ed,1,16,142
2011/2012,BC Public School,886016,Homelinks Centre,District Distance Ed,2,12,142
2011/2012,BC Public School,886016,Homelinks Centre,District Distance Ed,3,12,142
2011/2012,BC Public School,886016,Homelinks Centre,District Distance Ed,4,13,142
2011/2012,BC Public School,886016,Homelinks Centre,District Distance Ed,5,12,142
2011/2012,BC Public School,886016,Homelinks Centre,District Distance Ed,6,11,142
2011/2012,BC Public School,886016,Homelinks Centre,District Distance Ed,7,14,142
2011/2012,BC Public School,886016,Homelinks Centre,District Distance Ed,8,11,142
2011/2012,BC Public School,886016,Homelinks Centre,District Distance Ed,9,11,142
2011/2012,BC Public School,886016,Homelinks Centre,District Distance Ed,10,Msk,142
2011/2012,BC Public School,886016,Homelinks Centre,District Distance Ed,12,Msk,142
2011/2012,BC Public School,886016,Homelinks Centre,District Distance Ed,GRADUATED ADULT,Msk,142
2011/2012,BC Public School,886016,Homelinks Centre,District Distance Ed,KF,13,142
2011/2012,BC Public School,886018,J V Humphries Elem-Secondary,Standard,1,18,237
2011/2012,BC Public School,886018,J V Humphries Elem-Secondary,Standard,2,21,237
2011/2012,BC Public School,886018,J V Humphries Elem-Secondary,Standard,3,12,237
2011/2012,BC Public School,886018,J V Humphries Elem-Secondary,Standard,4,21,237
2011/2012,BC Public School,886018,J V Humphries Elem-Secondary,Standard,5,13,237
2011/2012,BC Public School,886018,J V Humphries Elem-Secondary,Standard,6,20,237
2011/2012,BC Public School,886018,J V Humphries Elem-Secondary,Standard,7,19,237
2011/2012,BC Public School,886018,J V Humphries Elem-Secondary,Standard,8,18,237
2011/2012,BC Public School,886018,J V Humphries Elem-Secondary,Standard,9,18,237
2011/2012,BC Public School,886018,J V Humphries Elem-Secondary,Standard,10,21,237
2011/2012,BC Public School,886018,J V Humphries Elem-Secondary,Standard,11,25,237
2011/2012,BC Public School,886018,J V Humphries Elem-Secondary,Standard,12,26,237
2011/2012,BC Public School,886018,J V Humphries Elem-Secondary,Standard,KF,Msk,237
2011/2012,BC Public School,886019,Erickson Elementary,Standard,1,18,180
2011/2012,BC Public School,886019,Erickson Elementary,Standard,2,24,180
2011/2012,BC Public School,886019,Erickson Elementary,Standard,3,24,180
2011/2012,BC Public School,886019,Erickson Elementary,Standard,4,26,180
2011/2012,BC Public School,886019,Erickson Elementary,Standard,5,22,180
2011/2012,BC Public School,886019,Erickson Elementary,Standard,6,23,180
2011/2012,BC Public School,886019,Erickson Elementary,Standard,7,22,180
2011/2012,BC Public School,886019,Erickson Elementary,Standard,KF,21,180
2011/2012,BC Public School,898001,Distance Ed School of the Kootenays,District Distance Ed,1,Msk,424
2011/2012,BC Public School,898001,Distance Ed School of the Kootenays,District Distance Ed,2,Msk,424
2011/2012,BC Public School,898001,Distance Ed School of the Kootenays,District Distance Ed,3,Msk,424
2011/2012,BC Public School,898001,Distance Ed School of the Kootenays,District Distance Ed,4,Msk,424
2011/2012,BC Public School,898001,Distance Ed School of the Kootenays,District Distance Ed,5,Msk,424
2011/2012,BC Public School,898001,Distance Ed School of the Kootenays,District Distance Ed,6,14,424
2011/2012,BC Public School,898001,Distance Ed School of the Kootenays,District Distance Ed,7,Msk,424
2011/2012,BC Public School,898001,Distance Ed School of the Kootenays,District Distance Ed,8,13,424
2011/2012,BC Public School,898001,Distance Ed School of the Kootenays,District Distance Ed,9,15,424
2011/2012,BC Public School,898001,Distance Ed School of the Kootenays,District Distance Ed,10,24,424
2011/2012,BC Public School,898001,Distance Ed School of the Kootenays,District Distance Ed,11,18,424
2011/2012,BC Public School,898001,Distance Ed School of the Kootenays,District Distance Ed,12,120,424
2011/2012,BC Public School,898001,Distance Ed School of the Kootenays,District Distance Ed,GRADUATED ADULT,187,424
2011/2012,BC Public School,898001,Distance Ed School of the Kootenays,District Distance Ed,KF,Msk,424
2011/2012,BC Public School,899070,Kootenay Lake Learning Centre,Alternate,10,Msk,18
2011/2012,BC Public School,899070,Kootenay Lake Learning Centre,Alternate,11,11,18
2011/2012,BC Public School,899070,Kootenay Lake Learning Centre,Alternate,12,Msk,18
2011/2012,BC Public School,899178,Wildflower,Standard,1,Msk,87
2011/2012,BC Public School,899178,Wildflower,Standard,2,10,87
2011/2012,BC Public School,899178,Wildflower,Standard,3,16,87
2011/2012,BC Public School,899178,Wildflower,Standard,4,12,87
2011/2012,BC Public School,899178,Wildflower,Standard,5,Msk,87
2011/2012,BC Public School,899178,Wildflower,Standard,6,Msk,87
2011/2012,BC Public School,899178,Wildflower,Standard,7,15,87
2011/2012,BC Public School,899178,Wildflower,Standard,8,Msk,87
2011/2012,BC Public School,1010002,Burton Elementary,Standard,1,Msk,10
2011/2012,BC Public School,1010002,Burton Elementary,Standard,2,Msk,10
2011/2012,BC Public School,1010002,Burton Elementary,Standard,3,Msk,10
2011/2012,BC Public School,1010002,Burton Elementary,Standard,4,Msk,10
2011/2012,BC Public School,1010003,Edgewood Elementary,Standard,1,Msk,21
2011/2012,BC Public School,1010003,Edgewood Elementary,Standard,2,Msk,21
2011/2012,BC Public School,1010003,Edgewood Elementary,Standard,3,Msk,21
2011/2012,BC Public School,1010003,Edgewood Elementary,Standard,4,Msk,21
2011/2012,BC Public School,1010003,Edgewood Elementary,Standard,5,Msk,21
2011/2012,BC Public School,1010003,Edgewood Elementary,Standard,6,Msk,21
2011/2012,BC Public School,1010003,Edgewood Elementary,Standard,7,Msk,21
2011/2012,BC Public School,1010003,Edgewood Elementary,Standard,KF,Msk,21
2011/2012,BC Public School,1010004,Nakusp Elementary,Standard,1,14,195
2011/2012,BC Public School,1010004,Nakusp Elementary,Standard,2,26,195
2011/2012,BC Public School,1010004,Nakusp Elementary,Standard,3,18,195
2011/2012,BC Public School,1010004,Nakusp Elementary,Standard,4,23,195
2011/2012,BC Public School,1010004,Nakusp Elementary,Standard,5,26,195
2011/2012,BC Public School,1010004,Nakusp Elementary,Standard,6,28,195
2011/2012,BC Public School,1010004,Nakusp Elementary,Standard,7,34,195
2011/2012,BC Public School,1010004,Nakusp Elementary,Standard,KF,26,195
2011/2012,BC Public School,1010006,Nakusp Secondary,Standard,8,39,193
2011/2012,BC Public School,1010006,Nakusp Secondary,Standard,9,31,193
2011/2012,BC Public School,1010006,Nakusp Secondary,Standard,10,32,193
2011/2012,BC Public School,1010006,Nakusp Secondary,Standard,11,46,193
2011/2012,BC Public School,1010006,Nakusp Secondary,Standard,12,44,193
2011/2012,BC Public School,1010006,Nakusp Secondary,Standard,GRADUATED ADULT,Msk,193
2011/2012,BC Public School,1010011,Lucerne Elem-Secondary,Standard,1,Msk,84
2011/2012,BC Public School,1010011,Lucerne Elem-Secondary,Standard,2,Msk,84
2011/2012,BC Public School,1010011,Lucerne Elem-Secondary,Standard,3,Msk,84
2011/2012,BC Public School,1010011,Lucerne Elem-Secondary,Standard,4,Msk,84
2011/2012,BC Public School,1010011,Lucerne Elem-Secondary,Standard,5,Msk,84
2011/2012,BC Public School,1010011,Lucerne Elem-Secondary,Standard,6,Msk,84
2011/2012,BC Public School,1010011,Lucerne Elem-Secondary,Standard,7,Msk,84
2011/2012,BC Public School,1010011,Lucerne Elem-Secondary,Standard,8,12,84
2011/2012,BC Public School,1010011,Lucerne Elem-Secondary,Standard,9,Msk,84
2011/2012,BC Public School,1010011,Lucerne Elem-Secondary,Standard,10,Msk,84
2011/2012,BC Public School,1010011,Lucerne Elem-Secondary,Standard,11,Msk,84
2011/2012,BC Public School,1010011,Lucerne Elem-Secondary,Standard,12,Msk,84
2011/2012,BC Public School,1010011,Lucerne Elem-Secondary,Standard,KF,10,84
2011/2012,BC Public School,1099217,Arrow Lakes Distributed Learning School,District Distance Ed,2,Msk,16
2011/2012,BC Public School,1099217,Arrow Lakes Distributed Learning School,District Distance Ed,3,Msk,16
2011/2012,BC Public School,1099217,Arrow Lakes Distributed Learning School,District Distance Ed,4,Msk,16
2011/2012,BC Public School,1099217,Arrow Lakes Distributed Learning School,District Distance Ed,5,Msk,16
2011/2012,BC Public School,1099217,Arrow Lakes Distributed Learning School,District Distance Ed,7,Msk,16
2011/2012,BC Public School,1099217,Arrow Lakes Distributed Learning School,District Distance Ed,11,Msk,16
2011/2012,BC Public School,1099217,Arrow Lakes Distributed Learning School,District Distance Ed,12,Msk,16
2011/2012,BC Public School,1099217,Arrow Lakes Distributed Learning School,District Distance Ed,GRADUATED ADULT,Msk,16
2011/2012,BC Public School,1099217,Arrow Lakes Distributed Learning School,District Distance Ed,KF,Msk,16
2011/2012,BC Public School,1099217,Arrow Lakes Distributed Learning School,District Distance Ed,SECONDARY,Msk,16
2011/2012,BC Public School,1919003,Revelstoke Secondary,Standard,8,81,453
2011/2012,BC Public School,1919003,Revelstoke Secondary,Standard,9,83,453
2011/2012,BC Public School,1919003,Revelstoke Secondary,Standard,10,89,453
2011/2012,BC Public School,1919003,Revelstoke Secondary,Standard,11,105,453
2011/2012,BC Public School,1919003,Revelstoke Secondary,Standard,12,89,453
2011/2012,BC Public School,1919003,Revelstoke Secondary,Standard,SECONDARY,Msk,453
2011/2012,BC Public School,1919005,Mountain View Elementary,Standard,1,24,127
2011/2012,BC Public School,1919005,Mountain View Elementary,Standard,2,12,127
2011/2012,BC Public School,1919005,Mountain View Elementary,Standard,3,17,127
2011/2012,BC Public School,1919005,Mountain View Elementary,Standard,4,14,127
2011/2012,BC Public School,1919005,Mountain View Elementary,Standard,5,18,127
2011/2012,BC Public School,1919005,Mountain View Elementary,Standard,6,13,127
2011/2012,BC Public School,1919005,Mountain View Elementary,Standard,7,11,127
2011/2012,BC Public School,1919005,Mountain View Elementary,Standard,KF,18,127
2011/2012,BC Public School,1919011,Mount Begbie Elementary,Standard,1,15,118
2011/2012,BC Public School,1919011,Mount Begbie Elementary,Standard,2,16,118
2011/2012,BC Public School,1919011,Mount Begbie Elementary,Standard,3,12,118
2011/2012,BC Public School,1919011,Mount Begbie Elementary,Standard,4,18,118
2011/2012,BC Public School,1919011,Mount Begbie Elementary,Standard,5,16,118
2011/2012,BC Public School,1919011,Mount Begbie Elementary,Standard,6,14,118
2011/2012,BC Public School,1919011,Mount Begbie Elementary,Standard,7,Msk,118
2011/2012,BC Public School,1919011,Mount Begbie Elementary,Standard,KF,18,118
2011/2012,BC Public School,1919013,Columbia Park Elementary,Standard,1,34,203
2011/2012,BC Public School,1919013,Columbia Park Elementary,Standard,2,16,203
2011/2012,BC Public School,1919013,Columbia Park Elementary,Standard,3,26,203
2011/2012,BC Public School,1919013,Columbia Park Elementary,Standard,4,21,203
2011/2012,BC Public School,1919013,Columbia Park Elementary,Standard,5,29,203
2011/2012,BC Public School,1919013,Columbia Park Elementary,Standard,6,23,203
2011/2012,BC Public School,1919013,Columbia Park Elementary,Standard,7,22,203
2011/2012,BC Public School,1919013,Columbia Park Elementary,Standard,KF,32,203
2011/2012,BC Public School,1919015,Arrow Heights Elementary,Standard,1,14,135
2011/2012,BC Public School,1919015,Arrow Heights Elementary,Standard,2,13,135
2011/2012,BC Public School,1919015,Arrow Heights Elementary,Standard,3,19,135
2011/2012,BC Public School,1919015,Arrow Heights Elementary,Standard,4,12,135
2011/2012,BC Public School,1919015,Arrow Heights Elementary,Standard,5,20,135
2011/2012,BC Public School,1919015,Arrow Heights Elementary,Standard,6,19,135
2011/2012,BC Public School,1919015,Arrow Heights Elementary,Standard,7,20,135
2011/2012,BC Public School,1919015,Arrow Heights Elementary,Standard,KF,18,135
2011/2012,BC Public School,2009006,Kinnaird Elementary,Standard,1,41,305
2011/2012,BC Public School,2009006,Kinnaird Elementary,Standard,2,49,305
2011/2012,BC Public School,2009006,Kinnaird Elementary,Standard,3,45,305
2011/2012,BC Public School,2009006,Kinnaird Elementary,Standard,4,43,305
2011/2012,BC Public School,2009006,Kinnaird Elementary,Standard,5,39,305
2011/2012,BC Public School,2009006,Kinnaird Elementary,Standard,6,30,305
2011/2012,BC Public School,2009006,Kinnaird Elementary,Standard,7,22,305
2011/2012,BC Public School,2009006,Kinnaird Elementary,Standard,KF,36,305
2011/2012,BC Public School,2009010,Stanley Humphries Secondary,Standard,8,141,671
2011/2012,BC Public School,2009010,Stanley Humphries Secondary,Standard,9,128,671
2011/2012,BC Public School,2009010,Stanley Humphries Secondary,Standard,10,134,671
2011/2012,BC Public School,2009010,Stanley Humphries Secondary,Standard,11,126,671
2011/2012,BC Public School,2009010,Stanley Humphries Secondary,Standard,12,142,671
2011/2012,BC Public School,2009011,Twin Rivers Elementary,Standard,3,50,294
2011/2012,BC Public School,2009011,Twin Rivers Elementary,Standard,4,43,294
2011/2012,BC Public School,2009011,Twin Rivers Elementary,Standard,5,65,294
2011/2012,BC Public School,2009011,Twin Rivers Elementary,Standard,6,65,294
2011/2012,BC Public School,2009011,Twin Rivers Elementary,Standard,7,71,294
2011/2012,BC Public School,2009017,Castlegar Primary School,Standard,1,43,130
2011/2012,BC Public School,2009017,Castlegar Primary School,Standard,2,48,130
2011/2012,BC Public School,2009017,Castlegar Primary School,Standard,KF,39,130
2011/2012,BC Public School,2011004,MacLean Elementary,Standard,1,53,239
2011/2012,BC Public School,2011004,MacLean Elementary,Standard,2,34,239
2011/2012,BC Public School,2011004,MacLean Elementary,Standard,3,38,239
2011/2012,BC Public School,2011004,MacLean Elementary,Standard,4,35,239
2011/2012,BC Public School,2011004,MacLean Elementary,Standard,5,41,239
2011/2012,BC Public School,2011004,MacLean Elementary,Standard,KF,38,239
2011/2012,BC Public School,2011005,Fruitvale Elementary,Standard,1,37,367
2011/2012,BC Public School,2011005,Fruitvale Elementary,Standard,2,44,367
2011/2012,BC Public School,2011005,Fruitvale Elementary,Standard,3,46,367
2011/2012,BC Public School,2011005,Fruitvale Elementary,Standard,4,33,367
2011/2012,BC Public School,2011005,Fruitvale Elementary,Standard,5,47,367
2011/2012,BC Public School,2011005,Fruitvale Elementary,Standard,6,54,367
2011/2012,BC Public School,2011005,Fruitvale Elementary,Standard,7,58,367
2011/2012,BC Public School,2011005,Fruitvale Elementary,Standard,KF,48,367
2011/2012,BC Public School,2011009,James L Webster Elementary,Standard,1,41,225
2011/2012,BC Public School,2011009,James L Webster Elementary,Standard,2,25,225
2011/2012,BC Public School,2011009,James L Webster Elementary,Standard,3,28,225
2011/2012,BC Public School,2011009,James L Webster Elementary,Standard,4,26,225
2011/2012,BC Public School,2011009,James L Webster Elementary,Standard,5,19,225
2011/2012,BC Public School,2011009,James L Webster Elementary,Standard,6,20,225
2011/2012,BC Public School,2011009,James L Webster Elementary,Standard,7,28,225
2011/2012,BC Public School,2011009,James L Webster Elementary,Standard,KF,38,225
2011/2012,BC Public School,2011012,J Lloyd Crowe Secondary,Standard,8,135,759
2011/2012,BC Public School,2011012,J Lloyd Crowe Secondary,Standard,9,149,759
2011/2012,BC Public School,2011012,J Lloyd Crowe Secondary,Standard,10,149,759
2011/2012,BC Public School,2011012,J Lloyd Crowe Secondary,Standard,11,167,759
2011/2012,BC Public School,2011012,J Lloyd Crowe Secondary,Standard,12,159,759
2011/2012,BC Public School,2011014,Rossland Secondary,Standard,6,40,302
2011/2012,BC Public School,2011014,Rossland Secondary,Standard,7,42,302
2011/2012,BC Public School,2011014,Rossland Secondary,Standard,8,38,302
2011/2012,BC Public School,2011014,Rossland Secondary,Standard,9,40,302
2011/2012,BC Public School,2011014,Rossland Secondary,Standard,10,49,302
2011/2012,BC Public School,2011014,Rossland Secondary,Standard,11,48,302
2011/2012,BC Public School,2011014,Rossland Secondary,Standard,12,45,302
