SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SURVEY_TOPIC,QUESTION_LABEL_LONG_DESCR,SURVEY_QUESTION,GRADE_GROUP_DESCRIPTION,NON_EXCLUDED_RESPONSES,MANY_OR_ALL_RESPONSES,MANY_OR_ALL_PCT
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242011,Golden Ears Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242011,Golden Ears Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242011,Golden Ears Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242014,Maple Ridge Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,21,15,71
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242014,Maple Ridge Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,21,12,57
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242014,Maple Ridge Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,20,15,75
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242014,Maple Ridge Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,21,15,71
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242017,Pitt Meadows Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242017,Pitt Meadows Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242017,Pitt Meadows Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242017,Pitt Meadows Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242020,Websters Corner Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242020,Websters Corner Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242020,Websters Corner Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242020,Websters Corner Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242031,Davie Jones Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,17,14,82
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242031,Davie Jones Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,17,11,65
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242031,Davie Jones Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,17,9,53
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242031,Davie Jones Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,17,6,35
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242032,Laity View Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,16,11,69
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242032,Laity View Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,16,10,63
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242032,Laity View Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,16,10,63
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242032,Laity View Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,15,8,53
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242033,Highland Park Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,12,7,58
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242033,Highland Park Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,12,7,58
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242033,Highland Park Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,12,8,67
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242033,Highland Park Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,12,7,58
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242035,Alouette Elementary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,14,10,71
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242035,Alouette Elementary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,14,10,71
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242035,Alouette Elementary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,15,10,67
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242035,Alouette Elementary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,15,7,47
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242036,Harry Hooge Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,12,10,83
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242036,Harry Hooge Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,10,5,50
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242036,Harry Hooge Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,12,8,67
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242036,Harry Hooge Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,10,6,60
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242037,Kanaka Creek Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,12,10,83
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242037,Kanaka Creek Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,12,7,58
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242037,Kanaka Creek Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,12,11,92
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242037,Kanaka Creek Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,12,7,58
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242039,Edith McDermott Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242039,Edith McDermott Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242039,Edith McDermott Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242039,Edith McDermott Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242040,Whonnock Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,14,9,64
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242040,Whonnock Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,14,4,29
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242040,Whonnock Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,14,10,71
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242040,Whonnock Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,14,6,43
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242041,Blue Mountain Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242041,Blue Mountain Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242041,Blue Mountain Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242041,Blue Mountain Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242042,Alexander Robinson Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,19,15,79
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242042,Alexander Robinson Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,19,11,58
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242042,Alexander Robinson Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,19,10,53
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242042,Alexander Robinson Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,19,10,53
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242043,Hammond Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,10,5,50
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242043,Hammond Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242043,Hammond Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,10,7,70
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242043,Hammond Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,10,3,30
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242052,Yennadon Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,10,4,40
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242052,Yennadon Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,10,3,30
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242052,Yennadon Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,10,6,60
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242052,Yennadon Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,10,4,40
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343002,Anmore Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343002,Anmore Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343002,Anmore Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343002,Anmore Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343004,Alderson Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343004,Alderson Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343004,Alderson Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343004,Alderson Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343005,Baker Drive Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343005,Baker Drive Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343005,Baker Drive Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343005,Baker Drive Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343006,Birchland Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343006,Birchland Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343006,Birchland Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343006,Birchland Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343009,Bramblewood Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,22,16,73
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343009,Bramblewood Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,22,9,41
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343009,Bramblewood Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,22,15,68
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343009,Bramblewood Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,21,10,48
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343010,Cape Horn Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343010,Cape Horn Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343010,Cape Horn Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343010,Cape Horn Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343011,Cedar Drive Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343011,Cedar Drive Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343011,Cedar Drive Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343011,Cedar Drive Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343012,Central Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343012,Central Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343012,Central Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343012,Central Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343017,Heritage Mountain Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,10,9,90
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343017,Heritage Mountain Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343017,Heritage Mountain Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,10,8,80
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343017,Heritage Mountain Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343018,Glen Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,18,12,67
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343018,Glen Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,18,10,56
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343018,Glen Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,18,14,78
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343018,Glen Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,18,10,56
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343019,Glenayre Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343019,Glenayre Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343019,Glenayre Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343019,Glenayre Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343020,Eagle Ridge Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343020,Eagle Ridge Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343020,Eagle Ridge Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343020,Eagle Ridge Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343022,Hazel Trembath Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343022,Hazel Trembath Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343022,Hazel Trembath Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343022,Hazel Trembath Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343023,R C Macdonald Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343023,R C Macdonald Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343023,R C Macdonald Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343023,R C Macdonald Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343024,Hillcrest Middle School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,13,10,77
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343024,Hillcrest Middle School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,13,7,54
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343024,Hillcrest Middle School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,13,8,62
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343024,Hillcrest Middle School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,13,6,46
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343027,Irvine Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343027,Irvine Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343027,Irvine Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343027,Irvine Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343029,James Park Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
