SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_PHYSICAL_ADDRESS,SCHOOL_CITY,SCHOOL_PROVINCE,SCHOOL_POSTAL_CODE,SCHOOL_PHONE_NUMBER,SCHOOL_FAX_NUMBER,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,ORGANIZATION_EDUCATION_LEVEL,GRADE_STRING,HAS_ELEMENTARY_GRADES_FLAG,HAS_SECONDARY_GRADES_FLAG
2011/2012,BC Public School,22,Vernon,2222019,Mission Hill Elementary,Standard,1510 36 St,Vernon,BC,V1T6C8,250 545-0639,250 545-9843,50.2538,-119.283,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,22,Vernon,2222020,Alexis Park Elementary,Standard,4205 35 St,Vernon,BC,V1T6C4,250 545-7289,250 558-3610,50.2738,-119.279,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,22,Vernon,2222022,Kalamalka Secondary,Standard,7900 McClounie Rd,Vernon,BC,V1B1P8,250 545-1396,250 545-7394,50.2242,-119.248,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,22,Vernon,2222024,Kidston Elementary,Standard,12101 Linden Dr,Coldstream,BC,V1B2H3,250 542-5351,250 558-3756,50.2226,-119.258,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,Standard,2301 Fulton Rd,Vernon,BC,V1H1Y1,250 545-1348,250 542-2028,50.248,-119.309,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,22,Vernon,2222026,Ellison Elementary,Standard,2400 Fulton Rd,Vernon,BC,V1H1S3,250 260-4176,250 260-3956,50.2491,-119.311,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,22,Vernon,2222027,Charles Bloom Elementary Secondary,Standard,PO Box 220,Lumby,BC,V0E2G0,250 547-2191,250 547-9587,50.2502,-118.9647,ELEMENTARY SECONDARY,12-Jul,TRUE,TRUE
2011/2012,BC Public School,22,Vernon,2299077,Open Door Alternate School,Alternate,2901 29 St,Vernon,BC,V1T5A5,250 549-3546,250 549-0411,50.2631,-119.269,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Public School,22,Vernon,2299083,Crossroads Alternate School,Alternate,1879 Vernon St,Lumby,BC,V0E2G0,250 547-2593,250 547-8952,50.2479,-118.964,SECONDARY,12-Sep,FALSE,TRUE
2011/2012,BC Public School,22,Vernon,2299150,6 Mile Alternate,Alternate,2901 29 St,Vernon,BC,V1T5A5,250 549-3546,250 549-0411,50.2631,-119.269,SENIOR SECONDARY,12,FALSE,TRUE
2011/2012,BC Public School,22,Vernon,2299151,vLearn.ca,District Distance Ed,2901 29 St,Vernon,BC,V1T5A5,250 542-0249,250 558-3474,50.2631,-119.269,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,22,Vernon,2299152,Alternative Learning Program,Alternate,1404 15 St,Vernon,BC,V1T8S8,250 545-1736,250 558-3474,50.252,-119.251,JUNIOR SECONDARY,10-Aug,FALSE,TRUE
2011/2012,BC Public School,23,Central Okanagan,2323000,Adult Education SD#23,Continuing Ed,1825 Richter St,Kelowna,BC,V1Y2M8,250 868-1135,250 870-5020,49.8813,-119.488,SECONDARY,12,FALSE,TRUE
2011/2012,BC Public School,23,Central Okanagan,2323005,Central School Programs,Alternate,1825 Richter St,Kelowna,BC,V1Y2M8,250 868-1135,250 870-5020,49.8813,-119.488,ELEMENTARY SECONDARY,12-Jul,TRUE,TRUE
2011/2012,BC Public School,23,Central Okanagan,2323008,Oyama Traditional School,Standard,15525 Greenhow Rd,Oyama,BC,V4V2E1,250 548-3783,250 870-5050,50.1085,-119.37,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323014,Raymer Elementary,Standard,657 Raymer Ave,Kelowna,BC,V1Y4Z6,250 762-4823,250 870-5054,49.8653,-119.489,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323015,Rutland Middle School,Standard,715 Rutland Rd N,Kelowna,BC,V1X3B6,250 765-2988,250 870-5009,49.8976,-119.386,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2011/2012,BC Public School,23,Central Okanagan,2323016,George Pringle Elementary,Standard,3770 Elliot Rd,West Kelowna,BC,V4T1W9,250 768-5146,250 870-5003,49.8272,-119.632,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323018,Glenmore Elementary,Standard,960 Glenmore Dr,Kelowna,BC,V1Y4P1,250 762-3209,250 870-5030,49.8973,-119.455,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323022,South Kelowna Elementary,Standard,4176 Spiers Rd,Kelowna,BC,V1W4B5,250 861-1122,250 870-5058,49.8345,-119.421,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323028,George Elliot Secondary,Standard,10241 Bottom Wood Lake Rd,Winfield,BC,V4V1Y7,250 766-2734,250 870-5002,50.0313,-119.402,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,23,Central Okanagan,2323029,Dr Knox Middle School,Standard,121 Drysdale Blvd,Kelowna,BC,V1V2X9,250 762-8177,250 870-5007,,,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2011/2012,BC Public School,23,Central Okanagan,2323030,Dorothea Walker Elementary,Standard,4346 Gordon Dr,Kelowna,BC,V1W1S5,250 764-8181,250 870-5024,49.8273,-119.483,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323031,A S Matheson Elementary,Standard,2090 Gordon Dr,Kelowna,BC,V1Y3H9,250 860-2525,250 870-5012,49.8758,-119.477,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323032,North Glenmore Elementary,Standard,125 Glenmore Rd N,Kelowna,BC,V1V2E3,250 762-3535,250 870-5044,49.9276,-119.438,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323033,South Rutland Elementary,Standard,200 Mallach Rd,Kelowna,BC,V1X2W5,250 765-7785,250 870-5060,49.8869,-119.381,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323034,Bankhead Elementary,Standard,1280 Wilson Ave,Kelowna,BC,V1Y6Y6,250 763-2603,250 870-5014,49.8911,-119.472,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323038,KLO Middle School,Standard,3130 Gordon Dr,Kelowna,BC,V1W3M4,250 762-2841,250 870-5006,49.86,-119.474,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2011/2012,BC Public School,23,Central Okanagan,2323042,Peachland Elementary,Standard,5486 Clements Cres,Peachland,BC,V0H1X5,250 767-2686,250 870-5051,49.7849,-119.718,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323043,Belgo Elementary School,Standard,125 Adventure Rd,Kelowna,BC,V1X1N3,250 765-8900,250 870-5015,49.8824,-119.388,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323044,Rutland Senior Secondary,Standard,705 Rutland Rd N,Kelowna,BC,V1X3B6,250 765-1407,250 870-5010,49.897,-119.383,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,23,Central Okanagan,2323046,Casorso Elementary,Standard,3675 Casorso Rd,Kelowna,BC,V1W3E1,250 763-8088,250 870-5019,49.8519,-119.48,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323047,Springvalley Middle School,Standard,350 Ziprick Rd,Kelowna,BC,V1X4H3,250 862-3274,250 870-5011,49.8855,-119.418,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2011/2012,BC Public School,23,Central Okanagan,2323048,Pearson Road Elementary,Standard,700 Pearson Rd,Kelowna,BC,V1X5H8,250 765-8855,250 870-5049,49.8984,-119.399,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323049,Glenrosa Elementary,Standard,3430 Webber Rd,West Kelowna,BC,V4T1G8,250 768-5181,250 870-5033,49.84,-119.654,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323050,Springvalley Elementary,Standard,470 Ziprick Rd,Kelowna,BC,V1X4H4,250 860-4526,250 870-5065,49.884,-119.418,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323051,Mount Boucherie Senior Secondary,Standard,2751 Cameron Rd,West Kelowna,BC,V1Z2T6,250 712-7040,250 870-5001,49.859,-119.582,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Public School,23,Central Okanagan,2323052,Hudson Road Elementary,Standard,1221 Hudson Rd,West Kelowna,BC,V1Z1J5,250 769-4666,250 870-5037,49.8626,-119.564,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323056,Black Mountain Elementary,Standard,1650 Gallagher Rd,Kelowna,BC,V1P1G7,250 765-1955,250 870-5035,49.8677,-119.348,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323058,Helen Gorman Elementary,Standard,3230 Salmon Rd,West Kelowna,BC,V4T1A7,250 768-7250,250 870-5031,49.8458,-119.671,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323059,Okanagan Mission Secondary,Standard,4544 Gordon Dr,Kelowna,BC,V1W1T4,250 764-4185,250 870-5108,49.8181,-119.483,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,23,Central Okanagan,2323060,Quigley Elementary,Standard,705 Kitch Rd,Kelowna,BC,V1X5V8,250 860-5783,250 870-5013,49.8808,-119.401,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323061,Peter Greer Elementary,Standard,10300 Sherman Dr,Winfield,BC,V4V1Y8,250 766-2104,250 870-5029,50.0332,-119.39,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323065,Rose Valley Elementary,Standard,1680 Westlake Rd,West Kelowna,BC,V1Z3G6,250 769-5535,250 870-5047,49.8873,-119.556,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323066,Davidson Road Elementary,Standard,2115 Davidson Rd,Winfield,BC,V4V1R3,250 766-2381,250 870-5017,50.0516,-119.43,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323067,Shannon Lake Elementary,Standard,3044 Sandstone Dr,West Kelowna,BC,V4T1T2,250 768-1553,250 870-5073,49.8533,-119.613,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323070,Anne McClymont Elementary,Standard,4489 Lakeshore Rd,Kelowna,BC,V1W1W9,250 764-4122,250 870-5070,49.8205,-119.491,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323071,Glenrosa Middle School,Standard,3565 McIver Rd,West Kelowna,BC,V4T1H8,250 768-1889,250 870-5076,49.8347,-119.659,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2011/2012,BC Public School,23,Central Okanagan,2323072,Ellison Elementary,Standard,3735 Parkdale Rd,Kelowna,BC,V1X6K9,250 765-8104,250 870-5081,49.9387,-119.355,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323073,Chief Tomat Elementary,Standard,3365 East Boundary Rd,West Kelowna,BC,V4T2R8,250 768-6628,250 870-5071,49.8423,-119.589,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323074,Watson Road Elementary,Standard,475 Yates Rd,Kelowna,BC,V1V1R3,250 762-6633,250 870-5072,49.9136,-119.45,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323075,Constable Neil Bruce Middle School,Standard,2010 Daimler Dr,West Kelowna,BC,V1Z3Y4,250 769-7343,250 870-5077,49.8548,-119.592,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2011/2012,BC Public School,23,Central Okanagan,2323076,Kelowna Secondary,Standard,1079 Raymer Ave,Kelowna,BC,V1Y4Z7,250 762-2805,250 870-5005,49.8648,-119.477,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Public School,23,Central Okanagan,2323077,Rutland Elementary,Standard,620 Webster Rd,Kelowna,BC,V1X4V5,250 765-9771,250 870-5055,49.8981,-119.376,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2323078,Chute Lake Elementary,Standard,5240 Lark St,Kelowna,BC,V1W4K8,250 870-5139,250 870-5039,49.7957,-119.508,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,23,Central Okanagan,2399159,SD 23 Distributed Learning School,District Distance Ed,1825 Richter St,Kelowna,BC,V1Y2M8,250 868-1135,250 870-5020,49.8813,-119.488,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727000,GROW Continuing Education Centre,Continuing Ed,291 Second Ave N,Williams Lake,BC,V2G1Z7,250 398-5800,250 398-5206,52.1326,-122.145,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727006,Bridge Lake Elementary,Standard,7567 Bridge Lake Business Route,Bridge Lake,BC,V0K1E0,250 593-4674,250 593-4689,51.4782,-120.724,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727007,Forest Grove Elementary,Standard,4497 Eagle Creek Rd,Forest Grove,BC,V0K1M0,250 397-2962,250 397-2390,51.771,-121.097,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727008,Horsefly Elem-Jr Secondary,Standard,3045 Boswell St,Horsefly,BC,V0L1L0,250 620-3438,250 620-3468,52.3342,-121.415,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727011,Marie Sharpe Elementary,Standard,260 Cameron St,Williams Lake,BC,V2G1S8,250 392-4104,250 392-6574,52.1333,-122.145,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727012,100 Mile House Elementary,Standard,145 North Birch Ave,100 Miles House,BC,V0K2E0,250 395-2258,250 395-3621,51.6471,-121.293,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727014,Likely Elem-Jr Secondary,Standard,6363 Kaithley Creek Rd,Likely,BC,V0L1N0,250 790-2320,250 790-2315,52.6163,-121.558,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727020,Big Lake Elementary,Standard,4060 Lakeview Rd,Big Lake,BC,V0L1G0,250 243-2255,250 243-2327,52.3731,-121.883,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727022,Glendale Elementary,Standard,4100 North Mackenzie Ave,Williams Lake,BC,V2G2V5,250 398-7108,250 398-6850,52.1504,-122.175,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727024,Wildwood Elementary,Standard,4252 Wildwood Rd,Williams Lake,BC,V2G5L7,250 989-4701,250 989-0098,52.2139,-122.09,ELEMENTARY,K-3,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727026,100 Mile House Jr Secondary,Standard,485 South Cedar Ave,100 Miles House,BC,V0K2E0,250 395-2282,250 395-4685,51.6403,-121.293,JUNIOR SECONDARY,09-Aug,FALSE,TRUE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727027,150 Mile Elementary,Standard,3081 Hwy 97,150 Mile House,BC,V0K2G0,250 296-3356,250 296-3291,52.1071,-121.927,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727030,Lac La Hache Elementary,Standard,4787 Clarke Ave,Lac La Hache,BC,V0K1T0,250 396-7230,250 396-4092,51.8175,-121.481,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727035,Buffalo Creek Elementary,Standard,5282 Canim-Hendrix Lk. Rd.,Buffalo Creek,BC,V0K1E0,250 397-2441,250 397-2590,51.7028,-121.189,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727041,Chilcotin Road Elementary,Standard,709 Lyne Rd,Williams Lake,BC,V2G3Z3,250 392-5455,250 392-6606,52.1151,-122.173,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727045,Mountview Elementary,Standard,1222 Dog Creek Rd,Williams Lake,BC,V2G3G9,250 392-7344,250 392-6726,52.0995,-122.124,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727047,Columneetza Secondary,Standard,1045 Western Ave,Williams Lake,BC,V2G2J8,250 392-4158,250 392-3952,52.1466,-122.15,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727048,Kwaleen Elementary,Standard,1729 South Lakeside Dr,Williams Lake,BC,V2G3A9,250 392-4332,250 392-7363,52.112,-122.078,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727054,Anahim Lake Elem-Jr Secondary,Standard,22484 Chilcotin Hwy 20,Anahim Lake,BC,V0L1C0,250 742-3235,250 742-3459,52.4603,-125.305,ELEMENTARY JR SECONDARY,K-10,TRUE,TRUE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727056,Peter Skene Ogden Secondary,Standard,200 7 St,100 Mile House,BC,V0K2E0,250 395-2461,250 395-2649,51.6373,-121.302,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727057,Cataline Elementary,Standard,1175 Blair St,Williams Lake,BC,V2G1X3,250 392-7154,250 392-2989,52.1503,-122.151,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727059,Naghtaneqed Elem-Jr Secondary,Standard,Nemaiah Valley Rd,Nemaiah Valley,BC,V0L1X0,250 394-7060,250 394-7061,51.4645,-123.948,ELEMENTARY JR SECONDARY,K-10,TRUE,TRUE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727061,Horse Lake Elementary,Standard,6548 Ryall Rd,Lone Butte,BC,V0K1X0,250 395-4572,250 395-5198,51.5728,-121.136,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727062,Mile 108 Elementary,Standard,4958 Easzee Dr,108 Mile Ranch,BC,V0K2Z0,250 791-5221,250 791-5741,51.7249,-121.336,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727065,Nesika Elementary,Standard,1180 Moon Ave,Williams Lake,BC,V2G4A6,250 398-7192,250 398-8530,52.1462,-122.155,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727066,Tatla Lake Elem-Jr Secondary,Standard,Hwy 20,Tatla Lake,BC,V0L1V0,250 476-1117,250 476-1208,51.8945,-124.635,ELEMENTARY JR SECONDARY,K-10,TRUE,TRUE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727069,Williams Lake Secondary School,Standard,640 Carson Drive,Williams Lake,BC,V2G1T3,250 392-6284,250 392-3362,52.1356,-122.139,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727070,Dog Creek Elem-Jr. Secondary,Standard,General Delivery,Dog Creek,BC,V0L1J0,250 440-5654,250 440-5639,51.5888,-122.209,ELEMENTARY,K-9,TRUE,TRUE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2727071,Alexis Creek Elementary/Secondary,Standard,7651 Yells St,Alexis Creek,BC,V0L1A0,250 394-4346,250 394-4490,52.0853,-123.276,ELEMENTARY JR SECONDARY,K-10,TRUE,TRUE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2799060,Graduation Routes Other Ways,District Distance Ed,291A Second Ave N,Williams Lake,BC,V2G1Z7,250 398-5800,250 398-5206,52.1319,-122.145,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2799094,Skyline Alternate School,Alternate,291A Second Ave N,Williams Lake,BC,V2G1Z7,250 398-5800,250 398-5206,52.1504,-122.153,SECONDARY,12-Jan,TRUE,TRUE
2011/2012,BC Public School,27,Cariboo-Chilcotin,2799181,PSO Outback Storefront,Alternate,Box 910,100 Mile House,BC,V0K2E0,250 395-2461,250 395-2649,51.6373,-121.302,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,28,Quesnel,2828000,Continuing Ed SD 28,Continuing Ed,241 Kinchant St,Quesnel,BC,V2J2R3,250 983-6900,250 983-6901,52.9766,-122.494,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,28,Quesnel,2828002,Wells Barkerville Elementary,Standard,4386 Mildred Ave,Wells,BC,V0K2R0,250 994-3216,250 994-3260,53.1064,-121.575,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,28,Quesnel,2828004,Quesnel Junior School,Standard,585 Callanan St,Quesnel,BC,V2J2V3,250 992-2131,250 992-7632,52.9822,-122.492,JUNIOR SECONDARY,09-Aug,FALSE,TRUE
2011/2012,BC Public School,28,Quesnel,2828008,Kersley Elementary School,Standard,2899 Arnoldus Rd,Quesnel,BC,V2J6L2,250 747-2624,250 747-3072,52.8374,-122.418,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,28,Quesnel,2828012,Narcosli Elementary,Standard,5976 West Fraser Rd,Quesnel,BC,V2J6R2,250 747-8500,250 747-8500,52.7418,-122.525,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,28,Quesnel,2828016,Red Bluff Lhtako Elementary,Standard,1533 Maple Dr,Quesnel,BC,V2J4A2,250 747-2634,250 747-5191,52.9645,-122.467,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,28,Quesnel,2828019,Ecole Baker,Standard,610 Wade Ave,Quesnel,BC,V2J1E3,250 992-8383,250 992-8303,52.9699,-122.516,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,28,Quesnel,2828020,Bouchie Lake Elementary School,Standard,2074 Blackwater Rd,Quesnel,BC,V2J7B3,250 249-5913,250 249-5610,53.0284,-122.599,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,28,Quesnel,2828021,Dragon Lake Elementary,Standard,2671 Hydraulic Rd,Quesnel,BC,V2J4H4,250 747-2142,250 747-2498,52.9727,-122.432,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,28,Quesnel,2828024,Carson Elementary School,Standard,1255 Graham Ave,Quesnel,BC,V2J3E2,250 992-6821,250 992-7971,52.9756,-122.477,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,28,Quesnel,2828032,Lakeview Elementary,Standard,1525 Beryl St,Quesnel,BC,V2J4L8,250 747-2009,250 747-3076,52.9539,-122.445,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,28,Quesnel,2828034,Correlieu Secondary School,Standard,850 Anderson Dr,Quesnel,BC,V2J1G4,250 992-7007,250 992-8476,52.9655,-122.517,SECONDARY,12-Oct,FALSE,TRUE
2011/2012,BC Public School,28,Quesnel,2828036,Voyageur Elementary School,Standard,1337 Lark Ave,Quesnel,BC,V2J4K5,250 992-2613,250 992-2623,52.9774,-122.525,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,28,Quesnel,2828038,Parkland Elementary,Standard,5016 Bjornson Rd,Quesnel,BC,V2J6X7,250 992-5922,250 992-5542,53.0848,-122.438,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,28,Quesnel,2828039,Riverview Elementary,Standard,346 Hartley St,Quesnel,BC,V2J1W4,250 992-5421,250 992-3518,52.9772,-122.507,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,28,Quesnel,2828040,Barlow Creek Elementary,Standard,816 Barkerville Hwy,Quesnel,BC,V2J6S6,250 992-5134,250 992-3146,53.0202,-122.455,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,28,Quesnel,2828041,Nazko Valley Elementary,Standard,9560 Nazko Rd,Quesnel,BC,V2J3H9,250 249-5246,250 249-9653,52.9415,-123.467,ELEMENTARY,K-7,TRUE,FALSE
2011/2012,BC Public School,28,Quesnel,2899005,McNaughton Centre,Alternate,440 McNaughton Ave,Quesnel,BC,V2J3K8,250 991-5566,250 991-5565,52.9823,-122.494,SECONDARY,12-Sep,FALSE,TRUE
2011/2012,BC Public School,28,Quesnel,2899174,Quesnel Distributed Learning,District Distance Ed,401 North Star Rd,Quesnel,BC,V2J5K2,250 992-0400,250 992-0400,52.9813,-122.466,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2011/2012,BC Public School,33,Chilliwack,3333000,SD 33 Continuing Ed,Continuing Ed,8855 Elm Dr,Chilliwack,BC,V2P4Y8,604 792-9277,604 792-4094,49.163,-121.948,SECONDARY,12-Aug,FALSE,TRUE
2011/2012,BC Public School,33,Chilliwack,3333001,Rosedale Elementary,Standard,10125 McGrath Rd RR 1,Rosedale,BC,V0X1X0,604 794-7023,604 794-7129,49.1855,-121.805,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,33,Chilliwack,3333003,Strathcona Elementary,Standard,46375 Strathcona Rd,Chilliwack,BC,V2P3T1,604 792-9301,604 792-5645,49.1869,-121.941,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,33,Chilliwack,3333004,Chilliwack Middle School,Standard,46354 Yale Rd,Chilliwack,BC,V2P2R1,604 795-5781,604 795-4312,49.1739,-121.943,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2011/2012,BC Public School,33,Chilliwack,3333005,Sardis Elementary,Standard,45775 Manuel Rd,Chilliwack,BC,V2P2P9,604 858-7145,604 858-7104,49.1278,-121.958,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,33,Chilliwack,3333008,Chilliwack Central Elementary Community,Standard,9435 Young Rd,Chilliwack,BC,V2P2P9,604 792-8537,604 792-0104,49.1735,-121.953,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,33,Chilliwack,3333009,Cultus Lake Community School,Standard,71 Sunnyside Blvd,Cultus Lake,BC,V2R5B5,604 858-6266,604 858-2793,49.0727,-121.976,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,33,Chilliwack,3333010,East Chilliwack Elementary,Standard,49190 Chilliwack Central Rd,Chilliwack,BC,V2P6H3,604 794-7533,604 794-3827,49.1617,-121.863,ELEMENTARY,K-6,TRUE,FALSE
2011/2012,BC Public School,33,Chilliwack,3333011,Vedder Elementary,Standard,45850 Promontory Rd,Chilliwack,BC,V2K5Z5,604 858-4759,604 858-8879,,,ELEMENTARY,K-6,TRUE,FALSE
